AnimalID,Date,Temperature,ActivityScore,FeedingTime,MilkYield,AlertStatus,Month,Year,DayOfWeek
COW1534,2023-02-10 10:48:07.777555511,38.96,10,3.18,9.54,Normal,2,2023,Friday
COW1831,2023-02-10 14:18:24.700940188,38.13,48,3.84,10.29,Normal,2,2023,Friday
COW1410,2023-02-10 17:48:41.624324865,37.59,55,3.47,8.25,Normal,2,2023,Friday
COW1411,2023-02-10 21:18:58.547709542,39.67,54,3.83,10.19,Alert,2,2023,Friday
COW1137,2023-02-11 00:49:15.471094219,37.12,78,2.49,6.98,Normal,2,2023,Saturday
COW1637,2023-02-11 04:19:32.394478896,38.02,40,1.08,4.74,Normal,2,2023,Saturday
COW1649,2023-02-11 07:49:49.317863573,38.68,15,3.77,9.27,Normal,2,2023,Saturday
COW0952,2023-02-11 11:20:06.241248249,39.94,81,3.54,8.77,Alert,2,2023,Saturday
COW1105,2023-02-11 14:50:23.164632926,38.81,18,3.53,10.14,Normal,2,2023,Saturday
COW0699,2023-02-11 18:20:40.088017603,38.88,96,2.93,5.33,Normal,2,2023,Saturday
COW0113,2023-02-11 21:50:57.011402280,38.04,23,2.69,6.52,Normal,2,2023,Saturday
COW0002,2023-02-12 01:21:13.934786957,38.95,62,0.55,2.07,Normal,2,2023,Sunday
COW0642,2023-02-12 04:51:30.858171634,38.58,46,3.12,8.85,Normal,2,2023,Sunday
COW0220,2023-02-12 08:21:47.781556311,37.23,87,0.82,-0.16,Normal,2,2023,Sunday
COW1590,2023-02-12 11:52:04.704940988,39.13,99,1.41,2.19,Normal,2,2023,Sunday
COW0855,2023-02-12 15:22:21.628325665,39.28,39,2.43,3.58,Normal,2,2023,Sunday
COW1760,2023-02-12 18:52:38.551710342,39.14,15,2.08,6.07,Normal,2,2023,Sunday
COW1249,2023-02-12 22:22:55.475095019,38.53,53,0.56,1.6,Normal,2,2023,Sunday
COW0385,2023-02-13 01:53:12.398479696,37.74,88,3.38,9.87,Normal,2,2023,Monday
COW1427,2023-02-13 05:23:29.321864373,36.65,64,3.58,8.98,Normal,2,2023,Monday
COW1662,2023-02-13 08:53:46.245249050,38.63,63,2.89,9.47,Normal,2,2023,Monday
COW1154,2023-02-13 12:24:03.168633727,39.37,92,2.39,5.03,Normal,2,2023,Monday
COW1077,2023-02-13 15:54:20.092018403,39.3,80,3.86,9.28,Normal,2,2023,Monday
COW1708,2023-02-13 19:24:37.015403080,39.15,16,0.92,2.71,Normal,2,2023,Monday
COW0730,2023-02-13 22:54:53.938787757,38.44,70,3.08,6.99,Normal,2,2023,Monday
COW1696,2023-02-14 02:25:10.862172434,39.37,66,0.95,2.79,Normal,2,2023,Tuesday
COW1734,2023-02-14 05:55:27.785557111,39.24,13,1.84,4.49,Normal,2,2023,Tuesday
COW1440,2023-02-14 09:25:44.708941788,38.16,47,2.55,6.21,Normal,2,2023,Tuesday
COW0247,2023-02-14 12:56:01.632326465,39.04,9,3.08,7.57,Normal,2,2023,Tuesday
COW0836,2023-02-14 16:26:18.555711142,38.07,63,0.51,1.98,Normal,2,2023,Tuesday
COW1463,2023-02-14 19:56:35.479095819,38.93,34,1.41,3.18,Normal,2,2023,Tuesday
COW0203,2023-02-14 23:26:52.402480496,37.46,81,2.38,4.83,Normal,2,2023,Tuesday
COW1208,2023-02-15 02:57:09.325865173,37.52,91,2.37,5.99,Normal,2,2023,Wednesday
COW0123,2023-02-15 06:27:26.249249850,39.35,29,2.73,6.19,Normal,2,2023,Wednesday
COW0401,2023-02-15 09:57:43.172634527,39.25,37,1.56,2.9,Normal,2,2023,Wednesday
COW0767,2023-02-15 13:28:00.096019204,39.01,43,2.39,4.24,Normal,2,2023,Wednesday
COW0294,2023-02-15 16:58:17.019403881,38.57,86,1.16,3.83,Normal,2,2023,Wednesday
COW0280,2023-02-15 20:28:33.942788558,36.59,64,1.15,3.54,Normal,2,2023,Wednesday
COW1861,2023-02-15 23:58:50.866173234,38.44,24,2.52,7.71,Normal,2,2023,Wednesday
COW0884,2023-02-16 03:29:07.789557911,38.86,71,2.9,7.25,Normal,2,2023,Thursday
COW1634,2023-02-16 06:59:24.712942588,38.07,34,0.92,3.38,Normal,2,2023,Thursday
COW0198,2023-02-16 10:29:41.636327265,37.93,48,0.93,1.38,Normal,2,2023,Thursday
COW0982,2023-02-16 13:59:58.559711942,39.66,12,2.48,4.29,Alert,2,2023,Thursday
COW1931,2023-02-16 17:30:15.483096619,38.45,23,1.45,2.87,Normal,2,2023,Thursday
COW1535,2023-02-16 21:00:32.406481296,38.86,79,1.87,4.47,Normal,2,2023,Thursday
COW0752,2023-02-17 00:30:49.329865973,39.12,97,1.9,5.11,Normal,2,2023,Friday
COW0144,2023-02-17 04:01:06.253250650,37.7,13,1.12,4.08,Normal,2,2023,Friday
COW0609,2023-02-17 07:31:23.176635327,38.65,87,0.5,1.57,Normal,2,2023,Friday
COW1225,2023-02-17 11:01:40.100020004,39.56,96,3.49,10.98,Alert,2,2023,Friday
COW1148,2023-02-17 14:31:57.023404681,39.96,45,3.0,7.62,Alert,2,2023,Friday
COW0187,2023-02-17 18:02:13.946789358,38.53,99,2.92,7.4,Normal,2,2023,Friday
COW1350,2023-02-17 21:32:30.870174035,38.31,65,2.41,6.36,Normal,2,2023,Friday
COW0464,2023-02-18 01:02:47.793558712,38.72,47,2.95,7.75,Normal,2,2023,Saturday
COW1373,2023-02-18 04:33:04.716943388,38.69,58,3.77,9.79,Normal,2,2023,Saturday
COW1795,2023-02-18 08:03:21.640328065,39.61,5,2.83,5.84,Alert,2,2023,Saturday
COW0660,2023-02-18 11:33:38.563712742,37.7,77,1.43,4.43,Normal,2,2023,Saturday
COW0764,2023-02-18 15:03:55.487097419,38.28,5,2.5,8.76,Normal,2,2023,Saturday
COW0955,2023-02-18 18:34:12.410482096,37.61,60,2.05,4.24,Normal,2,2023,Saturday
COW1956,2023-02-18 22:04:29.333866773,37.69,96,2.45,6.08,Normal,2,2023,Saturday
COW0403,2023-02-19 01:34:46.257251450,38.8,21,2.31,4.4,Normal,2,2023,Sunday
COW1370,2023-02-19 05:05:03.180636127,39.15,24,3.51,9.53,Normal,2,2023,Sunday
COW1987,2023-02-19 08:35:20.104020804,37.98,18,2.78,7.7,Normal,2,2023,Sunday
COW1535,2023-02-19 12:05:37.027405481,39.12,21,1.16,1.4,Normal,2,2023,Sunday
COW0147,2023-02-19 15:35:53.950790158,39.39,54,0.72,0.49,Normal,2,2023,Sunday
COW1172,2023-02-19 19:06:10.874174835,40.05,10,1.99,2.89,Alert,2,2023,Sunday
COW0864,2023-02-19 22:36:27.797559512,38.56,24,0.55,2.95,Normal,2,2023,Sunday
COW1735,2023-02-20 02:06:44.720944189,37.99,85,1.61,3.19,Normal,2,2023,Monday
COW1844,2023-02-20 05:37:01.644328866,37.7,89,1.79,4.34,Normal,2,2023,Monday
COW0489,2023-02-20 09:07:18.567713543,37.62,60,1.81,4.16,Normal,2,2023,Monday
COW0929,2023-02-20 12:37:35.491098219,39.5,57,3.93,10.81,Normal,2,2023,Monday
COW1960,2023-02-20 16:07:52.414482896,37.29,23,1.56,4.56,Normal,2,2023,Monday
COW1664,2023-02-20 19:38:09.337867573,39.47,22,1.43,4.18,Normal,2,2023,Monday
COW0551,2023-02-20 23:08:26.261252250,37.81,68,0.95,1.56,Normal,2,2023,Monday
COW0338,2023-02-21 02:38:43.184636927,37.95,34,2.29,6.41,Normal,2,2023,Tuesday
COW0872,2023-02-21 06:09:00.108021604,38.38,70,1.04,3.53,Normal,2,2023,Tuesday
COW0641,2023-02-21 09:39:17.031406281,37.94,28,2.66,7.3,Normal,2,2023,Tuesday
COW1803,2023-02-21 13:09:33.954790958,39.25,95,1.04,1.31,Normal,2,2023,Tuesday
COW1977,2023-02-21 16:39:50.878175635,39.95,99,2.52,5.17,Alert,2,2023,Tuesday
COW0473,2023-02-21 20:10:07.801560312,37.97,39,3.39,10.21,Normal,2,2023,Tuesday
COW1970,2023-02-21 23:40:24.724944989,38.15,42,0.65,3.57,Normal,2,2023,Tuesday
COW0151,2023-02-22 03:10:41.648329666,38.37,23,1.97,4.86,Normal,2,2023,Wednesday
COW1439,2023-02-22 06:40:58.571714343,38.93,70,2.11,5.2,Normal,2,2023,Wednesday
COW1322,2023-02-22 10:11:15.495099020,38.38,80,3.27,8.33,Normal,2,2023,Wednesday
COW1635,2023-02-22 13:41:32.418483697,39.61,2,2.14,5.93,Alert,2,2023,Wednesday
COW0263,2023-02-22 17:11:49.341868374,39.42,24,2.49,4.78,Normal,2,2023,Wednesday
COW1788,2023-02-22 20:42:06.265253051,37.55,17,3.27,8.41,Normal,2,2023,Wednesday
COW0144,2023-02-23 00:12:23.188637728,38.92,65,2.46,5.12,Normal,2,2023,Thursday
COW0346,2023-02-23 03:42:40.112022405,39.72,70,1.75,4.35,Alert,2,2023,Thursday
COW0624,2023-02-23 07:12:57.035407081,38.1,69,0.8,1.12,Normal,2,2023,Thursday
COW1017,2023-02-23 10:43:13.958791758,38.26,60,3.05,6.98,Normal,2,2023,Thursday
COW1596,2023-02-23 14:13:30.882176435,38.08,50,3.55,9.06,Normal,2,2023,Thursday
COW0881,2023-02-23 17:43:47.805561112,38.09,93,3.9,9.13,Normal,2,2023,Thursday
COW0002,2023-02-23 21:14:04.728945789,37.17,12,3.74,8.25,Normal,2,2023,Thursday
COW0897,2023-02-24 00:44:21.652330466,37.44,47,3.29,9.68,Normal,2,2023,Friday
COW1328,2023-02-24 04:14:38.575715143,38.56,67,2.75,5.79,Normal,2,2023,Friday
COW0254,2023-02-24 07:44:55.499099820,39.71,65,3.24,5.79,Alert,2,2023,Friday
COW1676,2023-02-24 11:15:12.422484497,38.01,27,2.01,5.59,Normal,2,2023,Friday
COW0453,2023-02-24 14:45:29.345869174,37.99,48,2.58,6.16,Normal,2,2023,Friday
COW1061,2023-02-24 18:15:46.269253851,39.86,88,1.72,4.27,Alert,2,2023,Friday
COW1184,2023-02-24 21:46:03.192638528,37.61,62,1.64,4.26,Normal,2,2023,Friday
COW1015,2023-02-25 01:16:20.116023205,37.17,44,3.15,9.15,Normal,2,2023,Saturday
COW0009,2023-02-25 04:46:37.039407882,37.84,19,2.09,7.09,Normal,2,2023,Saturday
COW1257,2023-02-25 08:16:53.962792559,37.97,59,1.24,3.35,Normal,2,2023,Saturday
COW1123,2023-02-25 11:47:10.886177236,37.1,8,1.21,1.85,Normal,2,2023,Saturday
COW1683,2023-02-25 15:17:27.809561912,38.4,55,3.51,8.92,Normal,2,2023,Saturday
COW0816,2023-02-25 18:47:44.732946589,39.26,47,2.87,7.76,Normal,2,2023,Saturday
COW0208,2023-02-25 22:18:01.656331266,37.47,2,2.41,7.03,Normal,2,2023,Saturday
COW1155,2023-02-26 01:48:18.579715943,38.57,94,1.9,4.89,Normal,2,2023,Sunday
COW0404,2023-02-26 05:18:35.503100620,38.82,94,2.01,4.46,Normal,2,2023,Sunday
COW0152,2023-02-26 08:48:52.426485297,38.43,39,0.7,0.84,Normal,2,2023,Sunday
COW0054,2023-02-26 12:19:09.349869974,38.65,45,2.09,5.11,Normal,2,2023,Sunday
COW1144,2023-02-26 15:49:26.273254651,38.66,32,3.28,6.7,Normal,2,2023,Sunday
COW1697,2023-02-26 19:19:43.196639328,37.85,65,1.86,5.04,Normal,2,2023,Sunday
COW1944,2023-02-26 22:50:00.120024005,39.7,38,1.84,4.78,Alert,2,2023,Sunday
COW0628,2023-02-27 02:20:17.043408682,39.5,77,0.56,1.57,Normal,2,2023,Monday
COW0587,2023-02-27 05:50:33.966793359,39.45,11,2.1,5.97,Normal,2,2023,Monday
COW1649,2023-02-27 09:20:50.890178036,39.31,10,0.59,2.93,Normal,2,2023,Monday
COW1992,2023-02-27 12:51:07.813562713,37.24,59,2.5,6.18,Normal,2,2023,Monday
COW1444,2023-02-27 16:21:24.736947390,39.24,90,2.27,5.75,Normal,2,2023,Monday
COW1446,2023-02-27 19:51:41.660332066,39.02,55,3.44,8.23,Normal,2,2023,Monday
COW0104,2023-02-27 23:21:58.583716743,37.27,20,2.54,6.9,Normal,2,2023,Monday
COW1876,2023-02-28 02:52:15.507101420,38.33,81,1.63,4.07,Normal,2,2023,Tuesday
COW0254,2023-02-28 06:22:32.430486097,38.72,17,2.31,6.93,Normal,2,2023,Tuesday
COW1251,2023-02-28 09:52:49.353870774,39.83,68,2.95,8.51,Alert,2,2023,Tuesday
COW1136,2023-02-28 13:23:06.277255451,39.08,5,0.83,2.39,Normal,2,2023,Tuesday
COW0510,2023-02-28 16:53:23.200640128,37.81,60,2.67,6.6,Normal,2,2023,Tuesday
COW1497,2023-02-28 20:23:40.124024805,39.86,23,3.71,9.0,Alert,2,2023,Tuesday
COW0099,2023-02-28 23:53:57.047409482,38.54,46,1.55,4.36,Normal,2,2023,Tuesday
COW0153,2023-03-01 03:24:13.970794159,38.3,52,2.69,7.21,Normal,3,2023,Wednesday
COW1885,2023-03-01 06:54:30.894178836,38.24,10,3.37,8.15,Normal,3,2023,Wednesday
COW0914,2023-03-01 10:24:47.817563513,37.2,46,2.29,6.01,Normal,3,2023,Wednesday
COW1920,2023-03-01 13:55:04.740948190,38.41,28,3.01,6.75,Normal,3,2023,Wednesday
COW0878,2023-03-01 17:25:21.664332867,38.9,97,1.59,4.43,Normal,3,2023,Wednesday
COW0338,2023-03-01 20:55:38.587717544,38.19,43,1.57,3.23,Normal,3,2023,Wednesday
COW1730,2023-03-02 00:25:55.511102221,38.84,26,2.84,7.87,Normal,3,2023,Thursday
COW0822,2023-03-02 03:56:12.434486897,37.81,55,2.97,7.11,Normal,3,2023,Thursday
COW1187,2023-03-02 07:26:29.357871574,38.39,48,3.78,11.12,Normal,3,2023,Thursday
COW1744,2023-03-02 10:56:46.281256251,38.75,29,1.29,3.26,Normal,3,2023,Thursday
COW0957,2023-03-02 14:27:03.204640928,38.65,27,2.14,5.59,Normal,3,2023,Thursday
COW1705,2023-03-02 17:57:20.128025605,37.22,18,1.38,2.05,Normal,3,2023,Thursday
COW0161,2023-03-02 21:27:37.051410282,38.15,60,0.78,3.36,Normal,3,2023,Thursday
COW1604,2023-03-03 00:57:53.974794959,39.84,74,1.91,4.74,Alert,3,2023,Friday
COW0801,2023-03-03 04:28:10.898179636,38.11,69,1.81,6.26,Normal,3,2023,Friday
COW0398,2023-03-03 07:58:27.821564313,38.51,74,1.45,3.67,Normal,3,2023,Friday
COW1301,2023-03-03 11:28:44.744948990,38.43,21,1.54,3.64,Normal,3,2023,Friday
COW0816,2023-03-03 14:59:01.668333667,39.75,24,1.76,3.89,Alert,3,2023,Friday
COW1940,2023-03-03 18:29:18.591718344,39.53,3,3.96,10.54,Alert,3,2023,Friday
COW1528,2023-03-03 21:59:35.515103021,39.15,95,3.24,8.62,Normal,3,2023,Friday
COW1920,2023-03-04 01:29:52.438487698,37.72,62,0.75,0.54,Normal,3,2023,Saturday
COW1416,2023-03-04 05:00:09.361872375,38.79,2,3.55,8.31,Normal,3,2023,Saturday
COW1159,2023-03-04 08:30:26.285257051,38.95,66,2.72,7.52,Normal,3,2023,Saturday
COW1219,2023-03-04 12:00:43.208641728,37.94,42,3.62,8.41,Normal,3,2023,Saturday
COW0401,2023-03-04 15:31:00.132026405,37.8,34,1.7,3.43,Normal,3,2023,Saturday
COW0640,2023-03-04 19:01:17.055411082,39.86,42,2.13,5.52,Alert,3,2023,Saturday
COW1057,2023-03-04 22:31:33.978795759,38.26,20,3.64,9.19,Normal,3,2023,Saturday
COW0688,2023-03-05 02:01:50.902180436,39.79,97,1.45,3.16,Alert,3,2023,Sunday
COW0460,2023-03-05 05:32:07.825565113,39.3,68,3.7,11.02,Normal,3,2023,Sunday
COW0955,2023-03-05 09:02:24.748949790,38.83,45,3.4,8.35,Normal,3,2023,Sunday
COW1907,2023-03-05 12:32:41.672334467,38.86,75,3.93,8.56,Normal,3,2023,Sunday
COW0470,2023-03-05 16:02:58.595719144,37.38,42,1.63,2.46,Normal,3,2023,Sunday
COW1399,2023-03-05 19:33:15.519103821,38.67,47,1.33,4.35,Normal,3,2023,Sunday
COW1046,2023-03-05 23:03:32.442488498,39.63,5,1.66,3.05,Alert,3,2023,Sunday
COW0750,2023-03-06 02:33:49.365873175,39.05,89,3.84,9.63,Normal,3,2023,Monday
COW1694,2023-03-06 06:04:06.289257852,38.62,49,1.67,3.3,Normal,3,2023,Monday
COW0038,2023-03-06 09:34:23.212642529,39.87,37,2.48,6.1,Alert,3,2023,Monday
COW0230,2023-03-06 13:04:40.136027206,38.35,34,1.91,5.12,Normal,3,2023,Monday
COW1389,2023-03-06 16:34:57.059411882,38.0,73,1.89,3.36,Normal,3,2023,Monday
COW0563,2023-03-06 20:05:13.982796559,38.62,70,1.18,2.49,Normal,3,2023,Monday
COW0438,2023-03-06 23:35:30.906181236,39.11,18,2.38,5.28,Normal,3,2023,Monday
COW1800,2023-03-07 03:05:47.829565913,37.13,78,3.47,7.71,Normal,3,2023,Tuesday
COW1307,2023-03-07 06:36:04.752950590,38.73,19,0.67,1.3,Normal,3,2023,Tuesday
COW0027,2023-03-07 10:06:21.676335267,39.15,78,3.61,8.4,Normal,3,2023,Tuesday
COW0226,2023-03-07 13:36:38.599719944,38.28,40,2.83,7.95,Normal,3,2023,Tuesday
COW1301,2023-03-07 17:06:55.523104621,39.39,17,2.66,5.93,Normal,3,2023,Tuesday
COW0798,2023-03-07 20:37:12.446489298,39.01,60,2.69,7.18,Normal,3,2023,Tuesday
COW1633,2023-03-08 00:07:29.369873975,40.21,99,1.54,4.27,Alert,3,2023,Wednesday
COW0284,2023-03-08 03:37:46.293258652,37.9,93,1.95,3.37,Normal,3,2023,Wednesday
COW0879,2023-03-08 07:08:03.216643329,39.16,42,3.3,7.74,Normal,3,2023,Wednesday
COW0960,2023-03-08 10:38:20.140028006,37.69,81,1.57,3.81,Normal,3,2023,Wednesday
COW1505,2023-03-08 14:08:37.063412683,37.21,72,2.15,5.64,Normal,3,2023,Wednesday
COW0453,2023-03-08 17:38:53.986797360,36.87,65,0.57,1.19,Normal,3,2023,Wednesday
COW1020,2023-03-08 21:09:10.910182036,38.93,53,3.07,8.72,Normal,3,2023,Wednesday
COW1853,2023-03-09 00:39:27.833566713,38.65,7,1.96,5.0,Normal,3,2023,Thursday
COW0816,2023-03-09 04:09:44.756951390,38.12,5,2.34,6.3,Normal,3,2023,Thursday
COW0659,2023-03-09 07:40:01.680336067,37.08,24,0.9,1.66,Normal,3,2023,Thursday
COW1540,2023-03-09 11:10:18.603720744,37.95,28,3.97,10.39,Normal,3,2023,Thursday
COW0547,2023-03-09 14:40:35.527105421,38.5,62,1.56,5.84,Normal,3,2023,Thursday
COW1216,2023-03-09 18:10:52.450490098,39.13,17,2.72,7.33,Normal,3,2023,Thursday
COW1073,2023-03-09 21:41:09.373874775,38.49,20,2.53,7.43,Normal,3,2023,Thursday
COW1536,2023-03-10 01:11:26.297259452,38.7,3,3.25,7.83,Normal,3,2023,Friday
COW0017,2023-03-10 04:41:43.220644129,38.2,37,1.53,4.75,Normal,3,2023,Friday
COW1196,2023-03-10 08:12:00.144028806,39.9,90,3.15,8.89,Alert,3,2023,Friday
COW1244,2023-03-10 11:42:17.067413483,37.69,15,1.84,4.85,Normal,3,2023,Friday
COW0158,2023-03-10 15:12:33.990798160,37.94,51,1.94,4.78,Normal,3,2023,Friday
COW0477,2023-03-10 18:42:50.914182837,38.11,48,2.85,5.63,Normal,3,2023,Friday
COW1070,2023-03-10 22:13:07.837567514,38.93,8,3.25,8.09,Normal,3,2023,Friday
COW1397,2023-03-11 01:43:24.760952191,37.67,13,2.83,7.64,Normal,3,2023,Saturday
COW0518,2023-03-11 05:13:41.684336867,38.61,48,3.65,8.36,Normal,3,2023,Saturday
COW0099,2023-03-11 08:43:58.607721544,38.63,3,1.5,2.48,Normal,3,2023,Saturday
COW1916,2023-03-11 12:14:15.531106221,37.94,65,3.65,9.23,Normal,3,2023,Saturday
COW1769,2023-03-11 15:44:32.454490898,38.76,73,0.96,2.63,Normal,3,2023,Saturday
COW1061,2023-03-11 19:14:49.377875575,37.69,31,2.81,5.68,Normal,3,2023,Saturday
COW0280,2023-03-11 22:45:06.301260252,37.61,26,2.42,6.09,Normal,3,2023,Saturday
COW1373,2023-03-12 02:15:23.224644929,38.58,81,2.23,5.86,Normal,3,2023,Sunday
COW0497,2023-03-12 05:45:40.148029606,37.17,56,1.59,5.3,Normal,3,2023,Sunday
COW0302,2023-03-12 09:15:57.071414283,36.78,34,2.26,5.17,Normal,3,2023,Sunday
COW0181,2023-03-12 12:46:13.994798960,38.93,9,1.07,4.76,Normal,3,2023,Sunday
COW0607,2023-03-12 16:16:30.918183637,39.34,62,1.79,4.53,Normal,3,2023,Sunday
COW1123,2023-03-12 19:46:47.841568314,38.13,13,0.85,0.92,Normal,3,2023,Sunday
COW0700,2023-03-12 23:17:04.764952991,37.97,69,2.5,5.92,Normal,3,2023,Sunday
COW0993,2023-03-13 02:47:21.688337668,39.3,41,0.84,0.99,Normal,3,2023,Monday
COW1140,2023-03-13 06:17:38.611722345,37.58,77,1.06,2.48,Normal,3,2023,Monday
COW0191,2023-03-13 09:47:55.535107021,37.41,1,0.8,2.47,Normal,3,2023,Monday
COW0253,2023-03-13 13:18:12.458491698,39.07,89,1.83,4.84,Normal,3,2023,Monday
COW0981,2023-03-13 16:48:29.381876375,38.51,47,3.45,7.49,Normal,3,2023,Monday
COW0928,2023-03-13 20:18:46.305261052,39.35,4,3.67,7.92,Normal,3,2023,Monday
COW1185,2023-03-13 23:49:03.228645729,36.79,63,0.75,2.29,Normal,3,2023,Monday
COW1280,2023-03-14 03:19:20.152030406,37.38,52,2.72,7.44,Normal,3,2023,Tuesday
COW1347,2023-03-14 06:49:37.075415083,38.51,10,2.9,6.76,Normal,3,2023,Tuesday
COW0128,2023-03-14 10:19:53.998799760,38.83,28,2.37,3.39,Normal,3,2023,Tuesday
COW0018,2023-03-14 13:50:10.922184437,39.18,6,2.83,5.92,Normal,3,2023,Tuesday
COW1817,2023-03-14 17:20:27.845569114,38.64,27,1.32,4.29,Normal,3,2023,Tuesday
COW1759,2023-03-14 20:50:44.768953791,38.63,12,2.21,4.79,Normal,3,2023,Tuesday
COW0566,2023-03-15 00:21:01.692338468,38.19,62,1.87,4.33,Normal,3,2023,Wednesday
COW0570,2023-03-15 03:51:18.615723145,39.77,52,0.81,2.58,Alert,3,2023,Wednesday
COW1347,2023-03-15 07:21:35.539107822,37.62,48,2.69,6.42,Normal,3,2023,Wednesday
COW1896,2023-03-15 10:51:52.462492499,38.79,67,2.23,6.97,Normal,3,2023,Wednesday
COW0686,2023-03-15 14:22:09.385877176,37.71,46,1.46,3.28,Normal,3,2023,Wednesday
COW1816,2023-03-15 17:52:26.309261852,38.93,97,2.16,4.54,Normal,3,2023,Wednesday
COW0626,2023-03-15 21:22:43.232646529,37.67,74,3.21,9.21,Normal,3,2023,Wednesday
COW1312,2023-03-16 00:53:00.156031206,39.1,95,3.31,8.32,Normal,3,2023,Thursday
COW1967,2023-03-16 04:23:17.079415883,38.59,15,2.77,5.85,Normal,3,2023,Thursday
COW0854,2023-03-16 07:53:34.002800560,39.9,71,2.14,5.82,Alert,3,2023,Thursday
COW1687,2023-03-16 11:23:50.926185237,38.28,36,2.52,6.01,Normal,3,2023,Thursday
COW0962,2023-03-16 14:54:07.849569914,38.84,14,1.85,3.48,Normal,3,2023,Thursday
COW1663,2023-03-16 18:24:24.772954591,37.88,78,0.94,2.45,Normal,3,2023,Thursday
COW0155,2023-03-16 21:54:41.696339268,38.27,3,1.85,4.47,Normal,3,2023,Thursday
COW0490,2023-03-17 01:24:58.619723945,38.58,67,2.36,4.21,Normal,3,2023,Friday
COW1410,2023-03-17 04:55:15.543108622,37.28,86,2.6,5.44,Normal,3,2023,Friday
COW0785,2023-03-17 08:25:32.466493299,37.37,19,3.78,11.32,Normal,3,2023,Friday
COW1128,2023-03-17 11:55:49.389877976,38.98,99,3.22,8.13,Normal,3,2023,Friday
COW1953,2023-03-17 15:26:06.313262653,38.38,76,1.03,3.92,Normal,3,2023,Friday
COW1417,2023-03-17 18:56:23.236647330,38.03,54,1.11,3.08,Normal,3,2023,Friday
COW1835,2023-03-17 22:26:40.160032006,37.91,69,0.85,3.36,Normal,3,2023,Friday
COW0246,2023-03-18 01:56:57.083416683,37.94,10,3.08,8.26,Normal,3,2023,Saturday
COW1200,2023-03-18 05:27:14.006801360,38.59,33,2.97,6.48,Normal,3,2023,Saturday
COW1063,2023-03-18 08:57:30.930186037,38.86,13,3.95,10.48,Normal,3,2023,Saturday
COW1501,2023-03-18 12:27:47.853570714,36.83,99,2.33,4.87,Normal,3,2023,Saturday
COW1706,2023-03-18 15:58:04.776955391,39.63,51,3.39,9.4,Alert,3,2023,Saturday
COW0759,2023-03-18 19:28:21.700340068,39.57,32,2.52,6.52,Alert,3,2023,Saturday
COW0538,2023-03-18 22:58:38.623724745,36.64,75,3.56,8.92,Normal,3,2023,Saturday
COW1891,2023-03-19 02:28:55.547109422,39.37,24,3.02,7.11,Normal,3,2023,Sunday
COW1842,2023-03-19 05:59:12.470494099,39.34,35,2.75,7.67,Normal,3,2023,Sunday
COW0921,2023-03-19 09:29:29.393878776,38.5,83,2.48,6.04,Normal,3,2023,Sunday
COW0408,2023-03-19 12:59:46.317263453,37.46,70,3.03,5.67,Normal,3,2023,Sunday
COW0525,2023-03-19 16:30:03.240648130,39.31,40,1.97,3.21,Normal,3,2023,Sunday
COW0828,2023-03-19 20:00:20.164032807,38.31,54,0.84,0.83,Normal,3,2023,Sunday
COW1530,2023-03-19 23:30:37.087417484,38.94,44,0.64,2.38,Normal,3,2023,Sunday
COW0903,2023-03-20 03:00:54.010802161,40.28,62,2.18,6.31,Alert,3,2023,Monday
COW1849,2023-03-20 06:31:10.934186837,38.7,99,2.6,6.82,Normal,3,2023,Monday
COW0036,2023-03-20 10:01:27.857571514,37.77,68,0.78,2.26,Normal,3,2023,Monday
COW0685,2023-03-20 13:31:44.780956191,38.23,33,1.5,5.2,Normal,3,2023,Monday
COW0020,2023-03-20 17:02:01.704340868,37.87,77,1.63,4.42,Normal,3,2023,Monday
COW0321,2023-03-20 20:32:18.627725545,38.85,56,2.47,6.81,Normal,3,2023,Monday
COW1800,2023-03-21 00:02:35.551110222,37.86,36,1.47,3.66,Normal,3,2023,Tuesday
COW0512,2023-03-21 03:32:52.474494899,38.12,54,0.83,1.61,Normal,3,2023,Tuesday
COW0400,2023-03-21 07:03:09.397879576,37.47,19,1.08,2.42,Normal,3,2023,Tuesday
COW0654,2023-03-21 10:33:26.321264253,38.39,43,1.11,4.83,Normal,3,2023,Tuesday
COW0972,2023-03-21 14:03:43.244648930,38.64,12,3.45,7.54,Normal,3,2023,Tuesday
COW1907,2023-03-21 17:34:00.168033607,36.35,11,1.5,4.06,Normal,3,2023,Tuesday
COW0471,2023-03-21 21:04:17.091418284,38.71,70,3.0,5.98,Normal,3,2023,Tuesday
COW1167,2023-03-22 00:34:34.014802961,38.46,12,2.49,5.61,Normal,3,2023,Wednesday
COW1116,2023-03-22 04:04:50.938187638,37.89,91,3.92,10.57,Normal,3,2023,Wednesday
COW1378,2023-03-22 07:35:07.861572315,40.12,41,1.45,1.82,Alert,3,2023,Wednesday
COW0834,2023-03-22 11:05:24.784956991,39.27,25,1.05,3.53,Normal,3,2023,Wednesday
COW1824,2023-03-22 14:35:41.708341668,37.62,3,0.68,3.75,Normal,3,2023,Wednesday
COW0727,2023-03-22 18:05:58.631726345,39.17,3,1.34,3.72,Normal,3,2023,Wednesday
COW1983,2023-03-22 21:36:15.555111022,39.5,84,2.89,8.49,Normal,3,2023,Wednesday
